дата,смена,час,тип_данных,значение,агрегат
2026-01-12,2,19,производительность,43.376,мельница_3
2026-01-12,2,19,производительность,27.0,мельница_4
2026-01-12,2,19,производительность,11.33,мельница_5
2026-01-12,2,19,производительность,120.206,всего
2026-01-12,2,19,выпуск_мкр,4.0,МКР
2026-01-12,2,20,производительность,41.9,мельница_1
2026-01-12,2,20,производительность,0.0,мельница_2
2026-01-12,2,20,производительность,43.072,мельница_3
2026-01-12,2,20,производительность,33.0,мельница_4
2026-01-12,2,20,производительность,12.41,мельница_5
2026-01-12,2,20,производительность,130.382,всего
2026-01-12,2,20,выпуск_мкр,5.0,МКР
2026-01-12,2,среднее,плотность_ср,61.5,мельница_1
2026-01-12,2,среднее,плотность_ср,45.5,мельница_2
2026-01-12,2,среднее,плотность_ср,75.5,мельница_3
2026-01-12,2,среднее,плотность_ср,59.5,мельница_5
2026-01-12,2,среднее,слив_гидроциклон_ср,41.5,ГЦ_1ст
2026-01-12,2,среднее,слив_гидроциклон_ср,35.5,ГЦ_2ст
2026-01-12,2,среднее,производительность_итого,1206.6399999999999,всего
2026-01-12,2,,счетчик_начало,9.0,мельница_1
2026-01-12,2,,счетчик_конец,520001.3,мельница_1
2026-01-12,2,,переработка,520483.6,мельница_1
2026-01-12,2,,счетчик_начало,10.0,мельница_2
2026-01-12,2,,счетчик_конец,817801.444,мельница_2
2026-01-12,2,,переработка,818280.7440000001,мельница_2
2026-01-12,2,,счетчик_начало,11.0,мельница_3
2026-01-12,2,,счетчик_конец,510435.0,мельница_3
2026-01-12,2,,переработка,510535.0,мельница_3
2026-01-12,2,,счетчик_начало,12.0,мельница_4
2026-01-12,2,,счетчик_конец,3211.67,мельница_4
2026-01-12,2,,переработка,3356.71,мельница_4
2026-01-12,2,,счетчик_начало,13.0,мельница_5
2026-01-12,2,,счетчик_начало,14.0,мельница_6
2026-01-12,2,,загрузка_шаров_диаметр,70.0,мельница_1
2026-01-12,2,,загрузка_шаров_вес,0.2,мельница_1
2026-01-12,2,,загрузка_шаров_примечание,новые,мельница_1
2026-01-12,2,,загрузка_шаров_диаметр,20.0,мельница_2
2026-01-12,2,,загрузка_шаров_вес,0.15,мельница_2
2026-01-12,2,,загрузка_шаров_примечание,новые,мельница_2
2026-01-12,2,,загрузка_шаров_диаметр,70.0,мельница_3
2026-01-12,2,,загрузка_шаров_вес,0.2,мельница_3
2026-01-12,2,,загрузка_шаров_примечание,новые,мельница_3
2026-01-12,2,,загрузка_шаров_диаметр,70.0,мельница_4
2026-01-12,2,,загрузка_шаров_вес,2.5,мельница_4
2026-01-12,2,,загрузка_шаров_примечание,новые,мельница_4
2026-01-12,2,,загрузка_шаров_диаметр,70.0,мельница_5
2026-01-12,2,,загрузка_шаров_вес,0.2,мельница_5
2026-01-12,2,,загрузка_шаров_примечание,новые,мельница_5
2026-01-12,2,,простой_начало,08:22:00,мельница_4
2026-01-12,2,,простой_конец,16:38:00,мельница_4
2026-01-12,2,,простой_длительность,8час 16мин,мельница_4
2026-01-12,2,,простой_причина,Остановка мельницы по мех части - замена питательной ленты №18 (13:35 закончили по мех.части),мельница_4
2026-01-12,2,,мкр_остаток_начало,87.0,МКР
2026-01-12,2,,мкр_выпуск,40.0,МКР
2026-01-12,2,,мкр_отгружено,76.0,МКР
2026-01-12,2,,мкр_остаток_конец,51.0,МКР
2026-01-12,2,21:00,ph,9.15,ГЦ_1
2026-01-12,2,23:00,ph,9.23,ГЦ_1
2026-01-12,2,03:00,ph,9.59,ГЦ_1
2026-01-12,2,05:00,ph,9.41,ГЦ_1
2026-01-12,2,07:00,ph,9.69,ГЦ_1
2026-01-12,2,среднее,ph_ср,9.416666666666666,ГЦ_1
2026-01-13,1,21,производительность,40.0,мельница_1
2026-01-13,1,21,производительность,0.0,мельница_2
2026-01-13,1,21,производительность,41.244,мельница_3
2026-01-13,1,21,производительность,36.0,мельница_4
2026-01-13,1,21,производительность,11.85,мельница_5
2026-01-13,1,21,производительность,129.094,всего
2026-01-13,1,21,выпуск_мкр,2.0,МКР
2026-01-13,1,22,производительность,39.8,мельница_1
2026-01-13,1,22,производительность,0.0,мельница_2
2026-01-13,1,22,производительность,40.179,мельница_3
2026-01-13,1,22,производительность,30.0,мельница_4
2026-01-13,1,22,производительность,12.15,мельница_5
2026-01-13,1,22,производительность,122.129,всего
2026-01-13,1,22,выпуск_мкр,4.0,МКР
2026-01-13,1,23,плотность,65.0,мельница_1
2026-01-13,1,23,плотность,58.0,мельница_2
2026-01-13,1,23,плотность,69.0,мельница_3
2026-01-13,1,23,плотность,53.0,мельница_4
2026-01-13,1,23,плотность,60.0,мельница_5
2026-01-13,1,23,слив_гидроциклон,43.0,ГЦ_1ст
2026-01-13,1,23,слив_гидроциклон,34.0,ГЦ_2ст
2026-01-13,1,23,сгуститель,38.0,сгуститель_1
2026-01-13,1,23,сгуститель,30.0,сгуститель_2
2026-01-13,1,23,классификатор,44.0,классификатор_1
2026-01-13,1,23,классификатор,52.0,классификатор_3
2026-01-13,1,23,классификатор,52.0,классификатор_5
2026-01-13,1,23,ситовой_анализ,54.0,ГЦ_1ст
2026-01-13,1,23,ситовой_анализ,76.0,ГЦ_2ст
2026-01-13,1,23,производительность,37.0,мельница_1
2026-01-13,1,23,производительность,0.0,мельница_2
2026-01-13,1,23,производительность,38.56,мельница_3
2026-01-13,1,23,производительность,23.0,мельница_4
2026-01-13,1,23,производительность,11.36,мельница_5
2026-01-13,1,23,производительность,109.92,всего
2026-01-13,1,23,выпуск_мкр,3.0,МКР
2026-01-13,1,24,производительность,40.8,мельница_1
2026-01-13,1,24,производительность,0.0,мельница_2
2026-01-13,1,24,производительность,40.902,мельница_3
2026-01-13,1,24,производительность,34.0,мельница_4
2026-01-13,1,24,производительность,11.7,мельница_5
2026-01-13,1,24,производительность,127.402,всего
2026-01-13,1,24,выпуск_мкр,6.0,МКР
2026-01-13,1,1,производительность,40.8,мельница_1
2026-01-13,1,1,производительность,0.0,мельница_2
2026-01-13,1,1,производительность,43.212,мельница_3
2026-01-13,1,1,производительность,35.0,мельница_4
2026-01-13,1,1,производительность,12.19,мельница_5
2026-01-13,1,1,производительность,131.202,всего
2026-01-13,1,1,выпуск_мкр,4.0,МКР
2026-01-13,1,2,производительность,38.9,мельница_1
2026-01-13,1,2,производительность,0.0,мельница_2
2026-01-13,1,2,производительность,43.108,мельница_3
2026-01-13,1,2,производительность,35.0,мельница_4
2026-01-13,1,2,производительность,11.28,мельница_5
2026-01-13,1,2,производительность,128.28799999999998,всего
2026-01-13,1,2,выпуск_мкр,5.0,МКР
2026-01-13,1,3,производительность,39.4,мельница_1
2026-01-13,1,3,производительность,0.0,мельница_2
2026-01-13,1,3,производительность,43.433,мельница_3
2026-01-13,1,3,производительность,38.0,мельница_4
2026-01-13,1,3,производительность,12.21,мельница_5
2026-01-13,1,3,производительность,133.043,всего
2026-01-13,1,3,выпуск_мкр,6.0,МКР
2026-01-13,1,4,производительность,42.2,мельница_1
2026-01-13,1,4,производительность,0.0,мельница_2
2026-01-13,1,4,производительность,42.138,мельница_3
2026-01-13,1,4,производительность,37.0,мельница_4
2026-01-13,1,4,производительность,11.61,мельница_5
2026-01-13,1,4,производительность,132.94799999999998,всего
2026-01-13,1,4,выпуск_мкр,4.0,МКР
2026-01-13,1,5,плотность,68.0,мельница_1
2026-01-13,1,5,плотность,59.0,мельница_2
2026-01-13,1,5,плотность,72.0,мельница_3
2026-01-13,1,5,плотность,65.0,мельница_4
2026-01-13,1,5,плотность,63.0,мельница_5
2026-01-13,1,5,слив_гидроциклон,44.0,ГЦ_1ст
2026-01-13,1,5,слив_гидроциклон,36.0,ГЦ_2ст
2026-01-13,1,5,сгуститель,35.0,сгуститель_1
2026-01-13,1,5,сгуститель,31.0,сгуститель_2
2026-01-13,1,5,классификатор,45.0,классификатор_1
2026-01-13,1,5,классификатор,59.0,классификатор_3
2026-01-13,1,5,классификатор,54.0,классификатор_5
2026-01-13,1,5,ситовой_анализ,54.0,ГЦ_1ст
2026-01-13,1,5,ситовой_анализ,70.0,ГЦ_2ст
2026-01-13,1,5,производительность,42.3,мельница_1
2026-01-13,1,5,производительность,0.0,мельница_2
2026-01-13,1,5,производительность,45.102,мельница_3
2026-01-13,1,5,производительность,36.0,мельница_4
2026-01-13,1,5,производительность,11.48,мельница_5
2026-01-13,1,5,производительность,134.88199999999998,всего
2026-01-13,1,5,выпуск_мкр,3.0,МКР
2026-01-13,1,6,производительность,40.3,мельница_1
2026-01-13,1,6,производительность,0.0,мельница_2
2026-01-13,1,6,производительность,44.893,мельница_3
2026-01-13,1,6,производительность,35.0,мельница_4
2026-01-13,1,6,производительность,11.46,мельница_5
2026-01-13,1,6,производительность,131.653,всего
2026-01-13,1,6,выпуск_мкр,3.0,МКР
2026-01-13,1,7,производительность,41.3,мельница_1
2026-01-13,1,7,производительность,0.0,мельница_2
2026-01-13,1,7,производительность,46.199,мельница_3
2026-01-13,1,7,производительность,36.0,мельница_4
2026-01-13,1,7,производительность,11.42,мельница_5
2026-01-13,1,7,производительность,134.91899999999998,всего
2026-01-13,1,7,выпуск_мкр,6.0,МКР
2026-01-13,1,8,производительность,41.1,мельница_1
2026-01-13,1,8,производительность,0.0,мельница_2
2026-01-13,1,8,производительность,43.805,мельница_3
2026-01-13,1,8,производительность,31.0,мельница_4
2026-01-13,1,8,производительность,11.84,мельница_5
2026-01-13,1,8,производительность,127.745,всего
2026-01-13,1,8,выпуск_мкр,5.0,МКР
2026-01-13,1,среднее,плотность_ср,66.5,мельница_1
2026-01-13,1,среднее,плотность_ср,58.5,мельница_2
2026-01-13,1,среднее,плотность_ср,70.5,мельница_3
2026-01-13,1,среднее,плотность_ср,59.0,мельница_4
2026-01-13,1,среднее,плотность_ср,61.5,мельница_5
2026-01-13,1,среднее,слив_гидроциклон_ср,43.5,ГЦ_1ст
2026-01-13,1,среднее,слив_гидроциклон_ср,35.0,ГЦ_2ст
2026-01-13,1,среднее,производительность_итого,1543.225,всего
2026-01-13,1,,счетчик_начало,21.0,мельница_1
2026-01-13,1,,счетчик_конец,520357.8,мельница_1
2026-01-13,1,,переработка,520841.7,мельница_1
2026-01-13,1,,счетчик_начало,22.0,мельница_2
2026-01-13,1,,счетчик_конец,818240.79,мельница_2
2026-01-13,1,,переработка,818753.5650000001,мельница_2
2026-01-13,1,,счетчик_начало,23.0,мельница_3
2026-01-13,1,,счетчик_конец,510535.0,мельница_3
2026-01-13,1,,переработка,510941.0,мельница_3
2026-01-13,1,,счетчик_начало,24.0,мельница_4
2026-01-13,1,,счетчик_конец,3356.71,мельница_4
2026-01-13,1,,переработка,3497.26,мельница_4
2026-01-13,1,,счетчик_начало,1.0,мельница_5
2026-01-13,1,,счетчик_начало,2.0,мельница_6
2026-01-13,1,,загрузка_шаров_диаметр,20.0,мельница_2
2026-01-13,1,,загрузка_шаров_вес,0.2,мельница_2
2026-01-13,1,,загрузка_шаров_примечание,новые,мельница_2
2026-01-13,1,,загрузка_шаров_диаметр,70.0,мельница_3
2026-01-13,1,,загрузка_шаров_вес,0.2,мельница_3
2026-01-13,1,,загрузка_шаров_примечание,новые,мельница_3
2026-01-13,1,,загрузка_шаров_диаметр,70.0,мельница_4
2026-01-13,1,,загрузка_шаров_вес,0.2,мельница_4
2026-01-13,1,,загрузка_шаров_примечание,новые,мельница_4
2026-01-13,1,,загрузка_шаров_диаметр,70.0,мельница_5
2026-01-13,1,,загрузка_шаров_вес,0.15,мельница_5
2026-01-13,1,,загрузка_шаров_примечание,новые,мельница_5
2026-01-13,1,,мкр_остаток_начало,51.0,МКР
2026-01-13,1,,мкр_выпуск,51.0,МКР
2026-01-13,1,,мкр_остаток_конец,102.0,МКР
2026-01-13,1,21:00,ph,9.08,ГЦ_1
2026-01-13,1,23:00,ph,9.26,ГЦ_1
2026-01-13,1,03:00,ph,9.06,ГЦ_1
2026-01-13,1,05:00,ph,9.18,ГЦ_1
2026-01-13,1,07:00,ph,9.15,ГЦ_1
2026-01-13,1,среднее,ph_ср,9.2,ГЦ_1
2026-01-13,2,9,производительность,42.7,мельница_1
2026-01-13,2,9,производительность,0.0,мельница_2
2026-01-13,2,9,производительность,40.675,мельница_3
2026-01-13,2,9,производительность,29.0,мельница_4
2026-01-13,2,9,производительность,11.54,мельница_5
2026-01-13,2,9,производительность,123.91499999999999,всего
2026-01-13,2,9,выпуск_мкр,1.0,МКР
2026-01-13,2,10,производительность,42.5,мельница_1
2026-01-13,2,10,производительность,0.0,мельница_2
2026-01-13,2,10,производительность,41.154,мельница_3
2026-01-13,2,10,производительность,34.0,мельница_4
2026-01-13,2,10,производительность,11.18,мельница_5
2026-01-13,2,10,производительность,128.834,всего
2026-01-13,2,10,выпуск_мкр,3.0,МКР
2026-01-13,2,11,производительность,43.0,мельница_1
2026-01-13,2,11,производительность,0.0,мельница_2
2026-01-13,2,11,производительность,42.876,мельница_3
2026-01-13,2,11,производительность,36.0,мельница_4
2026-01-13,2,11,производительность,11.48,мельница_5
2026-01-13,2,11,производительность,133.356,всего
2026-01-13,2,11,выпуск_мкр,4.0,МКР
2026-01-13,2,12,плотность,71.0,мельница_1
2026-01-13,2,12,плотность,62.0,мельница_2
2026-01-13,2,12,плотность,68.0,мельница_3
2026-01-13,2,12,плотность,65.0,мельница_4
2026-01-13,2,12,плотность,69.0,мельница_5
2026-01-13,2,12,слив_гидроциклон,43.0,ГЦ_1ст
2026-01-13,2,12,слив_гидроциклон,36.0,ГЦ_2ст
2026-01-13,2,12,классификатор,55.0,классификатор_1
2026-01-13,2,12,классификатор,60.0,классификатор_3
2026-01-13,2,12,классификатор,52.0,классификатор_5
2026-01-13,2,12,ситовой_анализ,52.0,ГЦ_1ст
2026-01-13,2,12,ситовой_анализ,67.0,ГЦ_2ст
2026-01-13,2,12,производительность,45.5,мельница_1
2026-01-13,2,12,производительность,0.0,мельница_2
2026-01-13,2,12,производительность,39.126,мельница_3
2026-01-13,2,12,производительность,37.0,мельница_4
2026-01-13,2,12,производительность,11.96,мельница_5
2026-01-13,2,12,производительность,133.586,всего
2026-01-13,2,12,выпуск_мкр,4.0,МКР
2026-01-13,2,13,производительность,40.9,мельница_1
2026-01-13,2,13,производительность,0.0,мельница_2
2026-01-13,2,13,производительность,44.546,мельница_3
2026-01-13,2,13,производительность,36.0,мельница_4
2026-01-13,2,13,производительность,11.85,мельница_5
2026-01-13,2,13,производительность,133.296,всего
2026-01-13,2,13,выпуск_мкр,2.0,МКР
2026-01-13,2,14,производительность,30.9,мельница_1
2026-01-13,2,14,производительность,0.0,мельница_2
2026-01-13,2,14,производительность,43.207,мельница_3
2026-01-13,2,14,производительность,31.0,мельница_4
2026-01-13,2,14,производительность,11.74,мельница_5
2026-01-13,2,14,производительность,116.847,всего
2026-01-13,2,14,выпуск_мкр,5.0,МКР
2026-01-13,2,15,производительность,43.3,мельница_1
2026-01-13,2,15,производительность,0.0,мельница_2
2026-01-13,2,15,производительность,43.865,мельница_3
2026-01-13,2,15,производительность,33.0,мельница_4
2026-01-13,2,15,производительность,12.55,мельница_5
2026-01-13,2,15,производительность,132.715,всего
2026-01-13,2,15,выпуск_мкр,5.0,МКР
2026-01-13,2,16,плотность,68.0,мельница_1
2026-01-13,2,16,плотность,57.0,мельница_2
2026-01-13,2,16,плотность,69.0,мельница_3
2026-01-13,2,16,плотность,60.0,мельница_4
2026-01-13,2,16,слив_гидроциклон,43.0,ГЦ_1ст
2026-01-13,2,16,слив_гидроциклон,30.0,ГЦ_2ст
2026-01-13,2,16,классификатор,49.0,классификатор_1
2026-01-13,2,16,классификатор,56.0,классификатор_3
2026-01-13,2,16,ситовой_анализ,55.0,ГЦ_1ст
2026-01-13,2,16,ситовой_анализ,73.0,ГЦ_2ст
2026-01-13,2,16,производительность,49.4,мельница_1
2026-01-13,2,16,производительность,0.0,мельница_2
2026-01-13,2,16,производительность,39.055,мельница_3
2026-01-13,2,16,производительность,36.0,мельница_4
2026-01-13,2,16,производительность,5.33,мельница_5
2026-01-13,2,16,производительность,129.785,всего
2026-01-13,2,16,выпуск_мкр,3.0,МКР
2026-01-13,2,17,производительность,41.2,мельница_1
2026-01-13,2,17,производительность,0.0,мельница_2
2026-01-13,2,17,производительность,3.71,мельница_3
2026-01-13,2,17,производительность,36.0,мельница_4
2026-01-13,2,17,производительность,11.65,мельница_5
2026-01-13,2,17,производительность,92.56,всего
2026-01-13,2,17,выпуск_мкр,4.0,МКР
2026-01-13,2,18,производительность,47.7,мельница_1
2026-01-13,2,18,производительность,0.0,мельница_2
2026-01-13,2,18,производительность,0.0,мельница_3
2026-01-13,2,18,производительность,34.0,мельница_4
2026-01-13,2,18,производительность,10.83,мельница_5
2026-01-13,2,18,производительность,92.53,всего
2026-01-13,2,18,выпуск_мкр,5.0,МКР
2026-01-13,2,19,производительность,49.6,мельница_1
2026-01-13,2,19,производительность,0.0,мельница_2
2026-01-13,2,19,производительность,0.0,мельница_3
2026-01-13,2,19,производительность,36.0,мельница_4
2026-01-13,2,19,производительность,12.46,мельница_5
2026-01-13,2,19,производительность,98.06,всего
2026-01-13,2,19,выпуск_мкр,5.0,МКР
2026-01-13,2,20,производительность,47.4,мельница_1
2026-01-13,2,20,производительность,0.0,мельница_2
2026-01-13,2,20,производительность,26.177,мельница_3
2026-01-13,2,20,производительность,30.0,мельница_4
2026-01-13,2,20,производительность,12.42,мельница_5
2026-01-13,2,20,производительность,115.997,всего
2026-01-13,2,20,выпуск_мкр,6.0,МКР
2026-01-13,2,среднее,плотность_ср,69.5,мельница_1
2026-01-13,2,среднее,плотность_ср,59.5,мельница_2
2026-01-13,2,среднее,плотность_ср,68.5,мельница_3
2026-01-13,2,среднее,плотность_ср,62.5,мельница_4
2026-01-13,2,среднее,плотность_ср,69.0,мельница_5
2026-01-13,2,среднее,слив_гидроциклон_ср,43.0,ГЦ_1ст
2026-01-13,2,среднее,слив_гидроциклон_ср,33.0,ГЦ_2ст
2026-01-13,2,среднее,производительность_итого,1431.481,всего
2026-01-13,2,,счетчик_начало,9.0,мельница_1
2026-01-13,2,,счетчик_конец,520841.7,мельница_1
2026-01-13,2,,переработка,521365.8,мельница_1
2026-01-13,2,,счетчик_начало,10.0,мельница_2
2026-01-13,2,,счетчик_конец,818753.5650000001,мельница_2
2026-01-13,2,,переработка,819117.956,мельница_2
2026-01-13,2,,счетчик_начало,11.0,мельница_3
2026-01-13,2,,счетчик_конец,510941.0,мельница_3
2026-01-13,2,,переработка,511349.0,мельница_3
2026-01-13,2,,счетчик_начало,12.0,мельница_4
2026-01-13,2,,счетчик_конец,3497.26,мельница_4
2026-01-13,2,,переработка,3632.25,мельница_4
2026-01-13,2,,счетчик_начало,13.0,мельница_5
2026-01-13,2,,счетчик_начало,14.0,мельница_6
2026-01-13,2,,загрузка_шаров_диаметр,70.0,мельница_1
2026-01-13,2,,загрузка_шаров_вес,0.2,мельница_1
2026-01-13,2,,загрузка_шаров_примечание,новые,мельница_1
2026-01-13,2,,загрузка_шаров_диаметр,20.0,мельница_2
2026-01-13,2,,загрузка_шаров_вес,0.2,мельница_2
2026-01-13,2,,загрузка_шаров_примечание,новые,мельница_2
2026-01-13,2,,загрузка_шаров_диаметр,70.0,мельница_3
2026-01-13,2,,загрузка_шаров_вес,0.2,мельница_3
2026-01-13,2,,загрузка_шаров_примечание,новые,мельница_3
2026-01-13,2,,загрузка_шаров_диаметр,70.0,мельница_4
2026-01-13,2,,загрузка_шаров_вес,0.2,мельница_4
2026-01-13,2,,загрузка_шаров_примечание,новые,мельница_4
2026-01-13,2,,загрузка_шаров_диаметр,70.0,мельница_5
2026-01-13,2,,загрузка_шаров_вес,0.15,мельница_5
2026-01-13,2,,загрузка_шаров_примечание,новые,мельница_5
2026-01-13,2,,простой_начало,15:31:00,мельница_5
2026-01-13,2,,простой_конец,15:58:00,мельница_5
2026-01-13,2,,простой_длительность,29 мин,мельница_5
2026-01-13,2,,простой_причина,Остановка мельницы по тех.части - подтяжка анкерных болтов (15:00 закончили по мех.части),мельница_5
2026-01-13,2,,простой_начало,16:18:00,мельница_3
2026-01-13,2,,простой_конец,19:20:00,мельница_3
2026-01-13,2,,простой_длительность,3 часа 02 мин,мельница_3
2026-01-13,2,,простой_причина,Остановка мельницы по эл.части - центровка электродвигателя,мельница_3
2026-01-13,2,,мкр_остаток_начало,102.0,МКР
2026-01-13,2,,мкр_выпуск,47.0,МКР
2026-01-13,2,,мкр_отгружено,56.0,МКР
2026-01-13,2,,мкр_остаток_конец,93.0,МКР
2026-01-13,2,21:00,ph,9.28,ГЦ_1
2026-01-13,2,23:00,ph,9.68,ГЦ_1
2026-01-13,2,03:00,ph,9.19,ГЦ_1
2026-01-13,2,05:00,ph,9.58,ГЦ_1
2026-01-13,2,07:00,ph,9.33,ГЦ_1
2026-01-13,2,среднее,ph_ср,9.361666666666666,ГЦ_1
2026-01-14,1,21,производительность,43.1,мельница_1
2026-01-14,1,21,производительность,0.0,мельница_2
2026-01-14,1,21,производительность,43.521,мельница_3
2026-01-14,1,21,производительность,22.0,мельница_4
2026-01-14,1,21,производительность,11.84,мельница_5
2026-01-14,1,21,производительность,120.46100000000001,всего
2026-01-14,1,21,выпуск_мкр,2.0,МКР
2026-01-14,1,22,производительность,42.8,мельница_1
2026-01-14,1,22,производительность,0.0,мельница_2
2026-01-14,1,22,производительность,43.655,мельница_3
2026-01-14,1,22,производительность,34.0,мельница_4
2026-01-14,1,22,производительность,12.61,мельница_5
2026-01-14,1,22,производительность,133.065,всего
2026-01-14,1,22,выпуск_мкр,2.0,МКР
2026-01-14,1,23,плотность,64.0,мельница_1
2026-01-14,1,23,плотность,61.0,мельница_2
2026-01-14,1,23,плотность,72.0,мельница_3
2026-01-14,1,23,плотность,61.0,мельница_4
2026-01-14,1,23,плотность,64.0,мельница_5
2026-01-14,1,23,слив_гидроциклон,40.0,ГЦ_1ст
2026-01-14,1,23,слив_гидроциклон,33.0,ГЦ_2ст
2026-01-14,1,23,сгуститель,40.0,сгуститель_1
2026-01-14,1,23,сгуститель,30.0,сгуститель_2
2026-01-14,1,23,классификатор,44.0,классификатор_1
2026-01-14,1,23,классификатор,56.0,классификатор_3
2026-01-14,1,23,классификатор,54.0,классификатор_5
2026-01-14,1,23,ситовой_анализ,53.0,ГЦ_1ст
2026-01-14,1,23,ситовой_анализ,71.0,ГЦ_2ст
2026-01-14,1,23,производительность,40.6,мельница_1
2026-01-14,1,23,производительность,0.0,мельница_2
2026-01-14,1,23,производительность,47.878,мельница_3
2026-01-14,1,23,производительность,32.0,мельница_4
2026-01-14,1,23,производительность,13.9,мельница_5
2026-01-14,1,23,производительность,134.37800000000001,всего
2026-01-14,1,23,выпуск_мкр,5.0,МКР
2026-01-14,1,24,производительность,40.7,мельница_1
2026-01-14,1,24,производительность,0.0,мельница_2
2026-01-14,1,24,производительность,45.317,мельница_3
2026-01-14,1,24,производительность,32.0,мельница_4
2026-01-14,1,24,производительность,13.56,мельница_5
2026-01-14,1,24,производительность,131.577,всего
2026-01-14,1,24,выпуск_мкр,4.0,МКР
2026-01-14,1,1,производительность,42.0,мельница_1
2026-01-14,1,1,производительность,0.0,мельница_2
2026-01-14,1,1,производительность,45.873,мельница_3
2026-01-14,1,1,производительность,32.0,мельница_4
2026-01-14,1,1,производительность,14.46,мельница_5
2026-01-14,1,1,производительность,134.333,всего
2026-01-14,1,1,выпуск_мкр,4.0,МКР
2026-01-14,1,2,производительность,42.7,мельница_1
2026-01-14,1,2,производительность,0.0,мельница_2
2026-01-14,1,2,производительность,43.989,мельница_3
2026-01-14,1,2,производительность,33.0,мельница_4
2026-01-14,1,2,производительность,12.95,мельница_5
2026-01-14,1,2,производительность,132.63899999999998,всего
2026-01-14,1,2,выпуск_мкр,5.0,МКР
2026-01-14,1,3,производительность,41.7,мельница_1
2026-01-14,1,3,производительность,0.0,мельница_2
2026-01-14,1,3,производительность,44.041,мельница_3
2026-01-14,1,3,производительность,34.0,мельница_4
2026-01-14,1,3,производительность,13.36,мельница_5
2026-01-14,1,3,производительность,133.101,всего
2026-01-14,1,3,выпуск_мкр,5.0,МКР
2026-01-14,1,4,производительность,42.0,мельница_1
2026-01-14,1,4,производительность,0.0,мельница_2
2026-01-14,1,4,производительность,43.519,мельница_3
2026-01-14,1,4,производительность,33.0,мельница_4
2026-01-14,1,4,производительность,13.26,мельница_5
2026-01-14,1,4,производительность,131.779,всего
2026-01-14,1,4,выпуск_мкр,4.0,МКР
2026-01-14,1,5,плотность,63.0,мельница_1
2026-01-14,1,5,плотность,60.0,мельница_2
2026-01-14,1,5,плотность,69.0,мельница_3
2026-01-14,1,5,плотность,61.0,мельница_4
2026-01-14,1,5,плотность,63.0,мельница_5
2026-01-14,1,5,слив_гидроциклон,40.0,ГЦ_1ст
2026-01-14,1,5,слив_гидроциклон,32.0,ГЦ_2ст
2026-01-14,1,5,сгуститель,28.0,сгуститель_1
2026-01-14,1,5,сгуститель,42.0,сгуститель_2
2026-01-14,1,5,классификатор,44.0,классификатор_1
2026-01-14,1,5,классификатор,53.0,классификатор_3
2026-01-14,1,5,классификатор,51.0,классификатор_5
2026-01-14,1,5,ситовой_анализ,55.0,ГЦ_1ст
2026-01-14,1,5,ситовой_анализ,73.0,ГЦ_2ст
2026-01-14,1,5,производительность,45.7,мельница_1
2026-01-14,1,5,производительность,0.0,мельница_2
2026-01-14,1,5,производительность,43.448,мельница_3
2026-01-14,1,5,производительность,33.0,мельница_4
2026-01-14,1,5,производительность,12.76,мельница_5
2026-01-14,1,5,производительность,134.908,всего
2026-01-14,1,5,выпуск_мкр,4.0,МКР
2026-01-14,1,6,производительность,42.7,мельница_1
2026-01-14,1,6,производительность,0.0,мельница_2
2026-01-14,1,6,производительность,43.905,мельница_3
2026-01-14,1,6,производительность,33.0,мельница_4
2026-01-14,1,6,производительность,12.81,мельница_5
2026-01-14,1,6,производительность,132.415,всего
2026-01-14,1,6,выпуск_мкр,5.0,МКР
2026-01-14,1,7,производительность,40.8,мельница_1
2026-01-14,1,7,производительность,0.0,мельница_2
2026-01-14,1,7,производительность,42.917,мельница_3
2026-01-14,1,7,производительность,33.0,мельница_4
2026-01-14,1,7,производительность,13.4,мельница_5
2026-01-14,1,7,производительность,130.117,всего
2026-01-14,1,7,выпуск_мкр,4.0,МКР
2026-01-14,1,8,производительность,41.2,мельница_1
2026-01-14,1,8,производительность,0.0,мельница_2
2026-01-14,1,8,производительность,41.426,мельница_3
2026-01-14,1,8,производительность,30.0,мельница_4
2026-01-14,1,8,производительность,13.04,мельница_5
2026-01-14,1,8,производительность,125.666,всего
2026-01-14,1,8,выпуск_мкр,7.0,МКР
2026-01-14,1,среднее,плотность_ср,63.5,мельница_1
2026-01-14,1,среднее,плотность_ср,60.5,мельница_2
2026-01-14,1,среднее,плотность_ср,70.5,мельница_3
2026-01-14,1,среднее,плотность_ср,61.0,мельница_4
2026-01-14,1,среднее,плотность_ср,63.5,мельница_5
2026-01-14,1,среднее,слив_гидроциклон_ср,40.0,ГЦ_1ст
2026-01-14,1,среднее,слив_гидроциклон_ср,32.5,ГЦ_2ст
2026-01-14,1,среднее,производительность_итого,1574.439,всего
2026-01-14,1,,счетчик_начало,21.0,мельница_1
2026-01-14,1,,счетчик_конец,521365.8,мельница_1
2026-01-14,1,,переработка,521871.8,мельница_1
2026-01-14,1,,счетчик_начало,22.0,мельница_2
2026-01-14,1,,счетчик_конец,819117.956,мельница_2
2026-01-14,1,,переработка,819647.445,мельница_2
2026-01-14,1,,счетчик_начало,23.0,мельница_3
2026-01-14,1,,счетчик_конец,511349.0,мельница_3
2026-01-14,1,,переработка,511730.0,мельница_3
2026-01-14,1,,счетчик_начало,24.0,мельница_4
2026-01-14,1,,счетчик_конец,3632.25,мельница_4
