дата,смена,тип_записи,плотность_мельница_1_ср,плотность_мельница_2_ср,плотность_мельница_3_ср,плотность_мельница_4_ср,плотность_мельница_5_ср,слив_гидроциклон_1ст_ср,слив_гидроциклон_2ст_ср,производительность_итого,мельница,счетчик_начало,счетчик_конец,переработка,диаметр_мм,вес_тн,примечание,время_начала,время_окончания,длительность,причина,мкр_остаток_начало,мкр_выпуск,мкр_отгружено,мкр_остаток_конец,время,ph_слив_гц1,ph_слив_гц1_ср
2026-01-07,2,простой,,,,,,,,,3.0,,,,,,,15:29:00,20:00:00,4 часа 31 мин,Остановили МШР - ППР. Питание остановили в 15:20,,,,,,,
2026-01-07,2,простой,,,,,,,,,2.0,,,,,,,17:49:00,20:00:00,2 часа 11 мин,"Самопроизвольная остановка МШЦ по эл части - замена обратного, распределительного клапана.",,,,,,,
2026-01-07,2,мкр,,,,,,,,,,,,,,,,,,,,63.0,35.0,56.0,42.0,,,
2026-01-07,2,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.41,
2026-01-07,2,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,10.59,
2026-01-07,2,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,9.14,
2026-01-07,2,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,10.99,
2026-01-07,2,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,9.99,
2026-01-07,2,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,10.033333333333333
2026-01-08,1,итого_смена,68.5,56.5,73.0,67.5,64.5,43.5,30.5,1201.5639999999999,,,,,,,,,,,,,,,,,,
2026-01-08,1,счетчик,,,,,,,,,1.0,21.0,516251.8,516731.89999999997,,,,,,,,,,,,,,
2026-01-08,1,счетчик,,,,,,,,,2.0,22.0,813695.357,813939.341,,,,,,,,,,,,,,
2026-01-08,1,счетчик,,,,,,,,,3.0,23.0,506725.0,507097.0,,,,,,,,,,,,,,
2026-01-08,1,счетчик,,,,,,,,,4.0,24.0,1916.23,2021.71,,,,,,,,,,,,,,
2026-01-08,1,счетчик,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,
2026-01-08,1,счетчик,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,
2026-01-08,1,простой,,,,,,,,,2.0,,,,,,,20:00:00,20:04:00,04мин,"Остановка МШЦ по эл части - замена обратного, распределительного клапана.",,,,,,,
2026-01-08,1,простой,,,,,,,,,3.0,,,,,,,20:00:00,02:12:00,6час 12мин,Остановили МШР - ППР,,,,,,,
2026-01-08,1,мкр,,,,,,,,,,,,,,,,,,,,42.0,41.0,,83.0,,,
2026-01-08,1,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.63,
2026-01-08,1,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.59,
2026-01-08,1,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,9.02,
2026-01-08,1,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,10.33,
2026-01-08,1,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,9.87,
2026-01-08,1,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.728333333333333
2026-01-08,2,итого_смена,62.5,56.5,73.0,59.0,60.0,41.0,33.5,1365.806,,,,,,,,,,,,,,,,,,
2026-01-08,2,счетчик,,,,,,,,,1.0,9.0,516731.89999999997,517168.69999999995,,,,,,,,,,,,,,
2026-01-08,2,счетчик,,,,,,,,,2.0,10.0,813939.341,814339.0970000001,,,,,,,,,,,,,,
2026-01-08,2,счетчик,,,,,,,,,3.0,11.0,507097.0,507459.0,,,,,,,,,,,,,,
2026-01-08,2,счетчик,,,,,,,,,4.0,12.0,2021.71,2188.96,,,,,,,,,,,,,,
2026-01-08,2,счетчик,,,,,,,,,5.0,13.0,,,,,,,,,,,,,,,,
2026-01-08,2,счетчик,,,,,,,,,6.0,14.0,,,,,,,,,,,,,,,,
2026-01-08,2,загрузка_шаров,,,,,,,,,1.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-08,2,загрузка_шаров,,,,,,,,,2.0,,,,20.0,0.2,новые,,,,,,,,,,,
2026-01-08,2,загрузка_шаров,,,,,,,,,4.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-08,2,загрузка_шаров,,,,,,,,,5.0,,,,70.0,0.15,новые,,,,,,,,,,,
2026-01-08,2,простой,,,,,,,,,3.0,,,,,,,08:39:00,09:06:00,27 мин,Остановка мельницы по мех.части - подтяжка анкерных болтов,,,,,,,
2026-01-08,2,простой,,,,,,,,,2.0,,,,,,,16:43:00,17:02:00,19 мин,"Остановили МШЦ по мех части - подтяжка анкерных болтов. Снизили Q МШР №1,МШР №3 до 36 тн/ч.",,,,,,,
2026-01-08,2,мкр,,,,,,,,,,,,,,,,,,,,83.0,38.0,58.0,63.0,,,
2026-01-08,2,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.41,
2026-01-08,2,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.11,
2026-01-08,2,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,9.86,
2026-01-08,2,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,9.94,
2026-01-08,2,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,9.86,
2026-01-08,2,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.633333333333333
2026-01-09,1,итого_смена,67.5,61.5,74.0,62.5,58.0,44.0,34.5,1501.89,,,,,,,,,,,,,,,,,,
2026-01-09,1,счетчик,,,,,,,,,1.0,21.0,517133.7,517610.8,,,,,,,,,,,,,,
2026-01-09,1,счетчик,,,,,,,,,2.0,22.0,814339.097,814837.757,,,,,,,,,,,,,,
2026-01-09,1,счетчик,,,,,,,,,3.0,23.0,507459.0,507843.0,,,,,,,,,,,,,,
2026-01-09,1,счетчик,,,,,,,,,4.0,24.0,2188.96,2331.09,,,,,,,,,,,,,,
2026-01-09,1,счетчик,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,
2026-01-09,1,счетчик,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,
2026-01-09,1,загрузка_шаров,,,,,,,,,1.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-09,1,загрузка_шаров,,,,,,,,,2.0,,,,20.0,0.2,новые,,,,,,,,,,,
2026-01-09,1,загрузка_шаров,,,,,,,,,3.0,,,,70.0,1.0,новые,,,,,,,,,,,
2026-01-09,1,загрузка_шаров,,,,,,,,,4.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-09,1,загрузка_шаров,,,,,,,,,5.0,,,,70.0,0.15,новые,,,,,,,,,,,
2026-01-09,1,мкр,,,,,,,,,,,,,,,,,,,,63.0,47.0,0.0,110.0,,,
2026-01-09,1,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.59,
2026-01-09,1,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.53,
2026-01-09,1,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,9.32,
2026-01-09,1,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,10.85,
2026-01-09,1,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,9.82,
2026-01-09,1,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.836666666666666
2026-01-09,2,итого_смена,65.0,52.0,72.5,62.0,54.5,45.5,33.5,1444.519,,,,,,,,,,,,,,,,,,
2026-01-09,2,счетчик,,,,,,,,,1.0,9.0,517610.8,517973.5,,,,,,,,,,,,,,
2026-01-09,2,счетчик,,,,,,,,,2.0,10.0,814837.757,815379.326,,,,,,,,,,,,,,
2026-01-09,2,счетчик,,,,,,,,,3.0,11.0,507843.0,508227.0,,,,,,,,,,,,,,
2026-01-09,2,счетчик,,,,,,,,,4.0,12.0,2331.09,2487.34,,,,,,,,,,,,,,
2026-01-09,2,счетчик,,,,,,,,,5.0,13.0,,,,,,,,,,,,,,,,
2026-01-09,2,счетчик,,,,,,,,,6.0,14.0,,,,,,,,,,,,,,,,
2026-01-09,2,загрузка_шаров,,,,,,,,,1.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-09,2,загрузка_шаров,,,,,,,,,2.0,,,,20.0,0.2,новые,,,,,,,,,,,
2026-01-09,2,загрузка_шаров,,,,,,,,,3.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-09,2,загрузка_шаров,,,,,,,,,4.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-09,2,загрузка_шаров,,,,,,,,,5.0,,,,70.0,0.15,новые,,,,,,,,,,,
2026-01-09,2,простой,,,,,,,,,1.0,,,,,,,09:15:00,11:22:00,2час 07мин,Остановка мельницы - ППР,,,,,,,
2026-01-09,2,мкр,,,,,,,,,,,,,,,,,,,,110.0,39.0,56.0,93.0,,,
2026-01-09,2,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.37,
2026-01-09,2,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.85,
2026-01-09,2,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,9.89,
2026-01-09,2,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,9.66,
2026-01-09,2,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,10.02,
2026-01-09,2,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.841666666666665
2026-01-10,1,итого_смена,69.0,62.5,75.5,66.5,64.0,44.0,35.5,1520.009,,,,,,,,,,,,,,,,,,
2026-01-10,1,счетчик,,,,,,,,,1.0,21.0,517922.8,518395.8,,,,,,,,,,,,,,
2026-01-10,1,счетчик,,,,,,,,,2.0,22.0,815379.326,815873.395,,,,,,,,,,,,,,
2026-01-10,1,счетчик,,,,,,,,,3.0,23.0,508407.0,508818.0,,,,,,,,,,,,,,
2026-01-10,1,счетчик,,,,,,,,,4.0,24.0,2487.34,2629.28,,,,,,,,,,,,,,
2026-01-10,1,счетчик,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,
2026-01-10,1,счетчик,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,
2026-01-10,1,загрузка_шаров,,,,,,,,,1.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-10,1,загрузка_шаров,,,,,,,,,2.0,,,,20.0,0.2,новые,,,,,,,,,,,
2026-01-10,1,загрузка_шаров,,,,,,,,,3.0,,,,70.0,1.0,новые,,,,,,,,,,,
2026-01-10,1,загрузка_шаров,,,,,,,,,4.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-10,1,загрузка_шаров,,,,,,,,,5.0,,,,70.0,0.15,новые,,,,,,,,,,,
2026-01-10,1,простой,,,,,,,,,1.0,,,,,,,02:25:00,02:47:00,32 мин,Остановили МШР  - замена болта на соединении улиткового питателя с горловиной. Замена пускателя.,,,,,,,
2026-01-10,1,мкр,,,,,,,,,,,,,,,,,,,,93.0,67.0,,160.0,,,
2026-01-10,1,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.0,
2026-01-10,1,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.21,
2026-01-10,1,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,9.32,
2026-01-10,1,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,9.37,
2026-01-10,1,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,9.18,
2026-01-10,1,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.22
2026-01-10,2,итого_смена,69.5,58.0,73.0,61.5,61.0,40.5,34.0,1539.763,,,,,,,,,,,,,,,,,,
2026-01-10,2,счетчик,,,,,,,,,1.0,9.0,518395.8,518886.6,,,,,,,,,,,,,,
2026-01-10,2,счетчик,,,,,,,,,2.0,10.0,815873.395,816381.7980000001,,,,,,,,,,,,,,
2026-01-10,2,счетчик,,,,,,,,,3.0,11.0,508818.0,509217.0,,,,,,,,,,,,,,
2026-01-10,2,счетчик,,,,,,,,,4.0,12.0,2629.28,2770.84,,,,,,,,,,,,,,
2026-01-10,2,счетчик,,,,,,,,,5.0,13.0,,,,,,,,,,,,,,,,
2026-01-10,2,счетчик,,,,,,,,,6.0,14.0,,,,,,,,,,,,,,,,
2026-01-10,2,загрузка_шаров,,,,,,,,,1.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-10,2,загрузка_шаров,,,,,,,,,2.0,,,,20.0,0.15,новые,,,,,,,,,,,
2026-01-10,2,загрузка_шаров,,,,,,,,,3.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-10,2,загрузка_шаров,,,,,,,,,4.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-10,2,загрузка_шаров,,,,,,,,,5.0,,,,70.0,0.15,новые,,,,,,,,,,,
2026-01-10,2,простой,,,,,,,,,2.0,,,,,,,15:58:00,19:14:00,3час 16мин,Остановка мельницы по мех.части - сварочные работы на течке,,,,,,,
2026-01-10,2,мкр,,,,,,,,,,,,,,,,,,,,160.0,80.0,116.0,124.0,,,
2026-01-10,2,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.63,
2026-01-10,2,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.83,
2026-01-10,2,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,10.35,
2026-01-10,2,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,10.15,
2026-01-10,2,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,9.89,
2026-01-10,2,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.92
2026-01-11,1,итого_смена,64.5,62.0,71.5,61.5,62.0,44.5,36.5,1575.9479999999999,,,,,,,,,,,,,,,,,,
2026-01-11,1,счетчик,,,,,,,,,1.0,21.0,518745.2,519252.10000000003,,,,,,,,,,,,,,
2026-01-11,1,счетчик,,,,,,,,,2.0,22.0,816346.737,816865.325,,,,,,,,,,,,,,
2026-01-11,1,счетчик,,,,,,,,,3.0,23.0,509256.0,509659.0,,,,,,,,,,,,,,
2026-01-11,1,счетчик,,,,,,,,,4.0,24.0,2770.84,2918.3,,,,,,,,,,,,,,
2026-01-11,1,счетчик,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,
2026-01-11,1,счетчик,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,
2026-01-11,1,загрузка_шаров,,,,,,,,,1.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-11,1,загрузка_шаров,,,,,,,,,2.0,,,,20.0,0.2,новые,,,,,,,,,,,
2026-01-11,1,загрузка_шаров,,,,,,,,,3.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-11,1,загрузка_шаров,,,,,,,,,4.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-11,1,загрузка_шаров,,,,,,,,,5.0,,,,70.0,0.15,новые,,,,,,,,,,,
2026-01-11,1,мкр,,,,,,,,,,,,,,,,,,,,124.0,55.0,30.0,149.0,,,
2026-01-11,1,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.24,
2026-01-11,1,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.16,
2026-01-11,1,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,8.95,
2026-01-11,1,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,9.0,
2026-01-11,1,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,9.06,
2026-01-11,1,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.071666666666665
2026-01-11,2,итого_смена,74.0,56.0,73.0,63.0,61.5,48.0,39.0,1350.638,,,,,,,,,,,,,,,,,,
2026-01-11,2,счетчик,,,,,,,,,1.0,9.0,519252.10000000003,519578.00000000006,,,,,,,,,,,,,,
2026-01-11,2,счетчик,,,,,,,,,2.0,10.0,816865.325,817356.563,,,,,,,,,,,,,,
2026-01-11,2,счетчик,,,,,,,,,3.0,11.0,509659.0,510046.0,,,,,,,,,,,,,,
2026-01-11,2,счетчик,,,,,,,,,4.0,12.0,2918.3,3064.8,,,,,,,,,,,,,,
2026-01-11,2,счетчик,,,,,,,,,5.0,13.0,,,,,,,,,,,,,,,,
2026-01-11,2,счетчик,,,,,,,,,6.0,14.0,,,,,,,,,,,,,,,,
2026-01-11,2,загрузка_шаров,,,,,,,,,2.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-11,2,загрузка_шаров,,,,,,,,,3.0,,,,20.0,0.2,новые,,,,,,,,,,,
2026-01-11,2,загрузка_шаров,,,,,,,,,4.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-11,2,загрузка_шаров,,,,,,,,,5.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-11,2,простой,,,,,,,,,1.0,,,,,,,09:00:00,12:38:00,3час 38мин,Остановка мельницы по эл.части - центровка электродвигателя,,,,,,,
2026-01-11,2,мкр,,,,,,,,,,,,,,,,,,,,149.0,49.0,142.0,56.0,,,
2026-01-11,2,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.16,
2026-01-11,2,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.69,
2026-01-11,2,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,9.24,
2026-01-11,2,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,9.11,
2026-01-11,2,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,9.66,
2026-01-11,2,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.366666666666667
2026-01-12,1,итого_смена,66.5,62.0,72.0,61.5,64.0,43.5,35.0,1511.8960000000002,,,,,,,,,,,,,,,,,,
2026-01-12,1,счетчик,,,,,,,,,1.0,21.0,519534.1,520001.3,,,,,,,,,,,,,,
2026-01-12,1,счетчик,,,,,,,,,2.0,22.0,817304.618,817801.444,,,,,,,,,,,,,,
2026-01-12,1,счетчик,,,,,,,,,3.0,23.0,510034.0,510435.0,,,,,,,,,,,,,,
2026-01-12,1,счетчик,,,,,,,,,4.0,24.0,3064.8,3211.67,,,,,,,,,,,,,,
2026-01-12,1,счетчик,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,
2026-01-12,1,счетчик,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,
2026-01-12,1,загрузка_шаров,,,,,,,,,2.0,,,,20.0,0.2,новые,,,,,,,,,,,
2026-01-12,1,загрузка_шаров,,,,,,,,,3.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-12,1,загрузка_шаров,,,,,,,,,4.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-12,1,загрузка_шаров,,,,,,,,,5.0,,,,70.0,0.15,новые,,,,,,,,,,,
2026-01-12,1,простой,,,,,,,,,1.0,,,,,,,04:46:00,04:58:00,12 мин,Самопроизвольная остановка МШР по эл части - МТЗ.,,,,,,,
2026-01-12,1,мкр,,,,,,,,,,,,,,,,,,,,56.0,51.0,20.0,87.0,,,
2026-01-12,1,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.03,
2026-01-12,1,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.09,
2026-01-12,1,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,8.98,
2026-01-12,1,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,8.9,
2026-01-12,1,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,9.06,
2026-01-12,1,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.025
2026-01-12,2,итого_смена,61.5,45.5,75.5,,59.5,41.5,35.5,1206.6399999999999,,,,,,,,,,,,,,,,,,
2026-01-12,2,счетчик,,,,,,,,,1.0,9.0,520001.3,520483.6,,,,,,,,,,,,,,
2026-01-12,2,счетчик,,,,,,,,,2.0,10.0,817801.444,818280.7440000001,,,,,,,,,,,,,,
2026-01-12,2,счетчик,,,,,,,,,3.0,11.0,510435.0,510535.0,,,,,,,,,,,,,,
2026-01-12,2,счетчик,,,,,,,,,4.0,12.0,3211.67,3356.71,,,,,,,,,,,,,,
2026-01-12,2,счетчик,,,,,,,,,5.0,13.0,,,,,,,,,,,,,,,,
2026-01-12,2,счетчик,,,,,,,,,6.0,14.0,,,,,,,,,,,,,,,,
2026-01-12,2,загрузка_шаров,,,,,,,,,1.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-12,2,загрузка_шаров,,,,,,,,,2.0,,,,20.0,0.15,новые,,,,,,,,,,,
2026-01-12,2,загрузка_шаров,,,,,,,,,3.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-12,2,загрузка_шаров,,,,,,,,,4.0,,,,70.0,2.5,новые,,,,,,,,,,,
2026-01-12,2,загрузка_шаров,,,,,,,,,5.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-12,2,простой,,,,,,,,,4.0,,,,,,,08:22:00,16:38:00,8час 16мин,Остановка мельницы по мех части - замена питательной ленты №18 (13:35 закончили по мех.части),,,,,,,
2026-01-12,2,мкр,,,,,,,,,,,,,,,,,,,,87.0,40.0,76.0,51.0,,,
2026-01-12,2,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.15,
2026-01-12,2,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.23,
2026-01-12,2,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,9.59,
2026-01-12,2,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,9.41,
2026-01-12,2,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,9.69,
2026-01-12,2,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.416666666666666
2026-01-13,1,итого_смена,66.5,58.5,70.5,59.0,61.5,43.5,35.0,1543.225,,,,,,,,,,,,,,,,,,
2026-01-13,1,счетчик,,,,,,,,,1.0,21.0,520357.8,520841.7,,,,,,,,,,,,,,
2026-01-13,1,счетчик,,,,,,,,,2.0,22.0,818240.79,818753.5650000001,,,,,,,,,,,,,,
2026-01-13,1,счетчик,,,,,,,,,3.0,23.0,510535.0,510941.0,,,,,,,,,,,,,,
2026-01-13,1,счетчик,,,,,,,,,4.0,24.0,3356.71,3497.26,,,,,,,,,,,,,,
2026-01-13,1,счетчик,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,
2026-01-13,1,счетчик,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,
2026-01-13,1,загрузка_шаров,,,,,,,,,2.0,,,,20.0,0.2,новые,,,,,,,,,,,
2026-01-13,1,загрузка_шаров,,,,,,,,,3.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-13,1,загрузка_шаров,,,,,,,,,4.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-13,1,загрузка_шаров,,,,,,,,,5.0,,,,70.0,0.15,новые,,,,,,,,,,,
2026-01-13,1,мкр,,,,,,,,,,,,,,,,,,,,51.0,51.0,,102.0,,,
2026-01-13,1,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.08,
2026-01-13,1,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.26,
2026-01-13,1,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,9.06,
2026-01-13,1,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,9.18,
2026-01-13,1,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,9.15,
2026-01-13,1,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.2
2026-01-13,2,итого_смена,69.5,59.5,68.5,62.5,69.0,43.0,33.0,1431.481,,,,,,,,,,,,,,,,,,
2026-01-13,2,счетчик,,,,,,,,,1.0,9.0,520841.7,521365.8,,,,,,,,,,,,,,
2026-01-13,2,счетчик,,,,,,,,,2.0,10.0,818753.5650000001,819117.956,,,,,,,,,,,,,,
2026-01-13,2,счетчик,,,,,,,,,3.0,11.0,510941.0,511349.0,,,,,,,,,,,,,,
2026-01-13,2,счетчик,,,,,,,,,4.0,12.0,3497.26,3632.25,,,,,,,,,,,,,,
2026-01-13,2,счетчик,,,,,,,,,5.0,13.0,,,,,,,,,,,,,,,,
2026-01-13,2,счетчик,,,,,,,,,6.0,14.0,,,,,,,,,,,,,,,,
2026-01-13,2,загрузка_шаров,,,,,,,,,1.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-13,2,загрузка_шаров,,,,,,,,,2.0,,,,20.0,0.2,новые,,,,,,,,,,,
2026-01-13,2,загрузка_шаров,,,,,,,,,3.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-13,2,загрузка_шаров,,,,,,,,,4.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-13,2,загрузка_шаров,,,,,,,,,5.0,,,,70.0,0.15,новые,,,,,,,,,,,
2026-01-13,2,простой,,,,,,,,,5.0,,,,,,,15:31:00,15:58:00,29 мин,Остановка мельницы по тех.части - подтяжка анкерных болтов (15:00 закончили по мех.части),,,,,,,
2026-01-13,2,простой,,,,,,,,,3.0,,,,,,,16:18:00,19:20:00,3 часа 02 мин,Остановка мельницы по эл.части - центровка электродвигателя,,,,,,,
2026-01-13,2,мкр,,,,,,,,,,,,,,,,,,,,102.0,47.0,56.0,93.0,,,
2026-01-13,2,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.28,
2026-01-13,2,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.68,
2026-01-13,2,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,9.19,
2026-01-13,2,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,9.58,
2026-01-13,2,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,9.33,
2026-01-13,2,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.361666666666666
2026-01-14,1,итого_смена,63.5,60.5,70.5,61.0,63.5,40.0,32.5,1574.439,,,,,,,,,,,,,,,,,,
2026-01-14,1,счетчик,,,,,,,,,1.0,21.0,521365.8,521871.8,,,,,,,,,,,,,,
2026-01-14,1,счетчик,,,,,,,,,2.0,22.0,819117.956,819647.445,,,,,,,,,,,,,,
2026-01-14,1,счетчик,,,,,,,,,3.0,23.0,511349.0,511730.0,,,,,,,,,,,,,,
2026-01-14,1,счетчик,,,,,,,,,4.0,24.0,3632.25,3790.2,,,,,,,,,,,,,,
2026-01-14,1,счетчик,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,
2026-01-14,1,счетчик,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,
2026-01-14,1,загрузка_шаров,,,,,,,,,2.0,,,,20.0,0.2,новые,,,,,,,,,,,
2026-01-14,1,загрузка_шаров,,,,,,,,,3.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-14,1,загрузка_шаров,,,,,,,,,4.0,,,,70.0,0.2,новые,,,,,,,,,,,
2026-01-14,1,загрузка_шаров,,,,,,,,,5.0,,,,70.0,0.15,новые,,,,,,,,,,,
2026-01-14,1,мкр,,,,,,,,,,,,,,,,,,,,93.0,51.0,16.0,128.0,,,
2026-01-14,1,ph,,,,,,,,,,,,,,,,,,,,,,,,21:00,9.39,
2026-01-14,1,ph,,,,,,,,,,,,,,,,,,,,,,,,23:00,9.26,
2026-01-14,1,ph,,,,,,,,,,,,,,,,,,,,,,,,03:00,9.15,
2026-01-14,1,ph,,,,,,,,,,,,,,,,,,,,,,,,05:00,9.24,
2026-01-14,1,ph,,,,,,,,,,,,,,,,,,,,,,,,07:00,9.31,
2026-01-14,1,ph_среднее,,,,,,,,,,,,,,,,,,,,,,,,,,9.258333333333333
2026-01-14,2,итого_смена,71.0,61.0,74.5,65.5,66.0,46.5,35.5,1519.277,,,,,,,,,,,,,,,,,,
2026-01-14,2,счетчик,,,,,,,,,1.0,9.0,521871.8,522392.0,,,,,,,,,,,,,,
2026-01-14,2,счетчик,,,,,,,,,2.0,10.0,819647.445,820124.492,,,,,,,,,,,,,,
